transaction_id,user_id,transaction_time,amount,country,payment_method,card_id,device_id,tx_type,is_chargeback
126,U0003,2025-02-01 17:07:24,54.69,IT,card,C0003_1,D0003_1,purchase,0
139,U0003,2025-02-01 18:13:53,19.16,GB,card,C0003_1,D0003_1,purchase,0
183,U0003,2025-02-01 20:08:12,14.78,ES,card,C0003_1,D0003_1,purchase,0
158,U0003,2025-02-02 06:19:56,47.84,MT,card,C0003_1,D0003_1,purchase,0
138,U0003,2025-02-02 10:39:00,28.83,GB,card,C0003_1,D0003_1,purchase,0
136,U0003,2025-02-02 15:46:07,15.12,SE,bank_transfer,,D0003_1,purchase,0
18839,U0003,2025-02-02 19:43:22,797.12,RU,card,C0003_G1,D0003_G1,purchase,0
116,U0003,2025-02-02 23:53:40,5.83,MT,card,C0003_1,D0003_1,purchase,0
123,U0003,2025-02-03 09:23:45,42.1,CZ,card,C0003_1,D0003_1,purchase,0
200,U0003,2025-02-03 11:28:23,10.96,ES,card,C0003_1,D0003_1,purchase,0
175,U0003,2025-02-03 16:51:01,11.38,NL,card,C0003_1,D0003_1,purchase,0
156,U0003,2025-02-03 22:25:54,43.43,UA,card,C0003_1,D0003_1,purchase,0
18842,U0003,2025-02-04 00:31:41,872.39,RU,card,C0003_G1,D0003_G1,purchase,0
162,U0003,2025-02-04 06:35:46,9.6,IT,bank_transfer,,D0003_1,purchase,0
147,U0003,2025-02-04 13:18:55,14.56,GB,card,C0003_1,D0003_1,purchase,0
145,U0003,2025-02-04 17:37:58,27.08,TR,card,C0003_1,D0003_1,purchase,0
132,U0003,2025-02-04 21:00:00,28.36,UA,card,C0003_1,D0003_1,purchase,0
167,U0003,2025-02-05 02:09:20,39.12,MT,card,C0003_1,D0003_1,purchase,0
178,U0003,2025-02-05 02:54:44,23.79,MT,wallet,,D0003_1,purchase,0
112,U0003,2025-02-05 04:48:41,54.68,CZ,card,C0003_1,D0003_1,purchase,0
171,U0003,2025-02-05 05:57:48,13.34,FR,wallet,,D0003_1,purchase,0
108,U0003,2025-02-05 12:02:30,104.82,SE,card,C0003_1,D0003_1,purchase,0
153,U0003,2025-02-05 14:02:25,40.05,IT,wallet,,D0003_1,purchase,0
124,U0003,2025-02-05 14:35:27,34.09,DE,card,C0003_1,D0003_1,purchase,0
176,U0003,2025-02-05 19:49:22,28.59,FR,card,C0003_1,D0003_1,purchase,0
143,U0003,2025-02-06 10:11:50,84.07,CZ,card,C0003_1,D0003_1,purchase,0
201,U0003,2025-02-06 10:54:46,29.0,IT,wallet,,D0003_1,purchase,0
194,U0003,2025-02-06 23:42:45,70.26,BG,card,C0003_1,D0003_1,purchase,0
202,U0003,2025-02-08 05:52:26,7.88,CZ,card,C0003_1,D0003_1,purchase,0
105,U0003,2025-02-08 13:34:01,20.38,DE,card,C0003_1,D0003_1,purchase,0
184,U0003,2025-02-08 18:02:23,53.11,FR,card,C0003_1,D0003_1,purchase,0
150,U0003,2025-02-08 21:22:51,17.93,SE,card,C0003_1,D0003_1,purchase,0
131,U0003,2025-02-09 00:06:47,11.37,SE,card,C0003_1,D0003_1,purchase,0
196,U0003,2025-02-09 00:14:40,19.75,IT,card,C0003_1,D0003_1,purchase,0
204,U0003,2025-02-09 02:31:31,12.6,UA,card,C0003_1,D0003_1,purchase,0
161,U0003,2025-02-09 06:57:35,13.18,MT,card,C0003_1,D0003_1,purchase,0
177,U0003,2025-02-09 18:38:02,12.73,CZ,card,C0003_1,D0003_1,purchase,0
120,U0003,2025-02-10 16:32:23,23.28,BG,card,C0003_1,D0003_1,purchase,0
106,U0003,2025-02-10 21:40:00,7.43,RO,card,C0003_1,D0003_1,purchase,0
173,U0003,2025-02-11 02:42:40,51.92,DE,card,C0003_1,D0003_1,purchase,0
198,U0003,2025-02-11 07:23:13,7.67,UA,card,C0003_1,D0003_1,purchase,0
114,U0003,2025-02-11 11:30:47,19.75,CZ,wallet,,D0003_1,purchase,0
195,U0003,2025-02-11 15:02:23,165.23,FR,card,C0003_1,D0003_1,purchase,0
160,U0003,2025-02-11 23:27:05,21.48,DE,card,C0003_1,D0003_1,purchase,0
140,U0003,2025-02-12 09:57:36,64.49,RO,card,C0003_1,D0003_1,purchase,0
149,U0003,2025-02-12 23:31:56,23.36,CZ,card,C0003_1,D0003_1,purchase,0
157,U0003,2025-02-13 07:02:51,6.1,MT,card,C0003_1,D0003_1,purchase,0
165,U0003,2025-02-14 05:55:29,12.38,IT,card,C0003_1,D0003_1,purchase,0
163,U0003,2025-02-14 11:12:48,23.16,DE,card,C0003_1,D0003_1,purchase,0
115,U0003,2025-02-14 22:34:38,9.59,CZ,card,C0003_1,D0003_1,purchase,0
159,U0003,2025-02-15 15:15:12,46.04,NL,card,C0003_1,D0003_1,purchase,0
130,U0003,2025-02-16 03:41:46,73.17,SE,card,C0003_1,D0003_1,purchase,0
181,U0003,2025-02-16 10:43:56,33.34,GB,bank_transfer,,D0003_1,purchase,0
182,U0003,2025-02-17 04:33:15,44.59,CZ,bank_transfer,,D0003_1,purchase,0
197,U0003,2025-02-17 08:06:46,29.0,CZ,card,C0003_1,D0003_1,purchase,0
146,U0003,2025-02-17 08:15:27,66.74,MT,card,C0003_1,D0003_1,purchase,0
180,U0003,2025-02-17 09:57:40,12.81,CZ,card,C0003_1,D0003_1,purchase,0
174,U0003,2025-02-17 19:45:31,30.1,DE,card,C0003_1,D0003_1,purchase,0
117,U0003,2025-02-17 20:10:26,28.46,GB,card,C0003_1,D0003_1,purchase,0
142,U0003,2025-02-17 20:47:31,34.73,DE,card,C0003_1,D0003_1,purchase,0
18841,U0003,2025-02-17 21:54:46,325.95,RU,card,C0003_G1,D0003_G1,purchase,0
169,U0003,2025-02-18 16:29:57,26.03,RO,card,C0003_1,D0003_1,purchase,0
203,U0003,2025-02-19 03:14:59,23.06,RO,wallet,,D0003_1,purchase,0
152,U0003,2025-02-19 04:15:26,102.47,FR,bank_transfer,,D0003_1,purchase,0
155,U0003,2025-02-19 07:40:00,18.63,UA,card,C0003_1,D0003_1,purchase,0
185,U0003,2025-02-19 17:13:21,20.26,ES,card,C0003_1,D0003_1,purchase,0
199,U0003,2025-02-20 04:45:24,23.69,BG,card,C0003_1,D0003_1,purchase,0
110,U0003,2025-02-20 08:00:25,39.43,ES,card,C0003_1,D0003_1,purchase,0
192,U0003,2025-02-21 18:41:17,15.62,PL,card,C0003_1,D0003_1,purchase,0
18840,U0003,2025-02-21 22:37:37,626.02,RU,card,C0003_G1,D0003_G1,purchase,0
137,U0003,2025-02-22 09:09:49,16.97,GB,bank_transfer,,D0003_1,purchase,0
154,U0003,2025-02-22 14:08:11,18.89,CZ,card,C0003_1,D0003_1,purchase,0
119,U0003,2025-02-22 21:08:54,30.91,IT,card,C0003_1,D0003_1,purchase,0
134,U0003,2025-02-23 06:23:10,38.77,MT,card,C0003_1,D0003_1,purchase,0
144,U0003,2025-02-23 12:49:12,35.49,IR,card,C0003_1,D0003_1,purchase,0
187,U0003,2025-02-23 18:31:59,19.27,NL,card,C0003_1,D0003_1,purchase,0
121,U0003,2025-02-24 02:53:02,11.63,IT,card,C0003_1,D0003_1,purchase,0
170,U0003,2025-02-24 10:59:15,19.63,RO,card,C0003_1,D0003_1,purchase,0
122,U0003,2025-02-24 12:24:28,23.51,TR,card,C0003_1,D0003_1,purchase,0
141,U0003,2025-02-24 17:01:52,20.36,CZ,bank_transfer,,D0003_1,purchase,0
118,U0003,2025-02-24 19:03:59,27.72,DE,card,C0003_1,D0003_1,purchase,0
113,U0003,2025-02-24 20:13:50,58.73,SE,card,C0003_1,D0003_1,purchase,0
164,U0003,2025-02-24 21:56:24,14.1,CZ,card,C0003_1,D0003_1,purchase,0
188,U0003,2025-02-25 08:37:53,18.38,CZ,bank_transfer,,D0003_1,purchase,0
18843,U0003,2025-02-25 14:52:14,781.98,RU,card,C0003_G1,D0003_G1,purchase,0
129,U0003,2025-02-25 15:35:31,28.25,UA,wallet,,D0003_1,purchase,0
191,U0003,2025-02-25 15:39:59,31.11,FR,card,C0003_1,D0003_1,purchase,0
193,U0003,2025-02-26 00:04:40,73.88,MT,wallet,,D0003_1,purchase,0
172,U0003,2025-02-26 01:54:24,14.12,DE,bank_transfer,,D0003_1,purchase,0
128,U0003,2025-02-26 11:03:27,37.66,SE,card,C0003_1,D0003_1,purchase,0
125,U0003,2025-02-26 13:35:47,28.71,NL,card,C0003_1,D0003_1,purchase,0
151,U0003,2025-02-26 14:52:38,15.99,CZ,card,C0003_1,D0003_1,purchase,0
190,U0003,2025-02-26 15:27:59,24.99,ES,card,C0003_1,D0003_1,purchase,0
18844,U0003,2025-02-26 17:47:22,498.77,RU,card,C0003_G1,D0003_G1,purchase,0
135,U0003,2025-02-26 22:52:32,13.19,GB,card,C0003_1,D0003_1,purchase,0
166,U0003,2025-02-27 04:35:33,34.1,CZ,wallet,,D0003_1,purchase,0
109,U0003,2025-02-27 18:29:39,9.62,DE,card,C0003_1,D0003_1,purchase,0
189,U0003,2025-02-27 23:36:17,12.22,IT,card,C0003_1,D0003_1,purchase,0
186,U0003,2025-02-28 00:50:38,28.55,DE,card,C0003_1,D0003_1,purchase,0
133,U0003,2025-02-28 01:46:36,52.7,ES,bank_transfer,,D0003_1,purchase,0
179,U0003,2025-02-28 13:52:02,24.7,BG,bank_transfer,,D0003_1,purchase,0
127,U0003,2025-02-28 15:37:16,5.78,UA,bank_transfer,,D0003_1,purchase,0
284,U0004,2025-02-01 05:08:17,13.0,CZ,card,C0004_1,D0004_1,purchase,0
219,U0004,2025-02-01 07:43:00,32.93,IT,card,C0004_1,D0004_1,purchase,0
209,U0004,2025-02-01 18:32:11,63.62,TR,card,C0004_1,D0004_1,purchase,0
258,U0004,2025-02-01 23:59:10,23.56,MT,card,C0004_1,D0004_1,purchase,0
314,U0004,2025-02-02 00:34:31,30.74,IT,card,C0004_1,D0004_1,purchase,0
291,U0004,2025-02-02 07:46:28,17.36,FR,bank_transfer,,D0004_1,purchase,0
272,U0004,2025-02-02 09:33:50,43.71,CZ,card,C0004_1,D0004_1,purchase,0
214,U0004,2025-02-02 22:33:37,26.35,SE,card,C0004_1,D0004_1,purchase,0
265,U0004,2025-02-03 10:28:17,21.3,MT,card,C0004_1,D0004_1,purchase,0
282,U0004,2025-02-03 11:16:44,44.9,TR,card,C0004_1,D0004_1,purchase,0
309,U0004,2025-02-03 23:07:33,16.5,CZ,card,C0004_1,D0004_1,purchase,0
316,U0004,2025-02-04 00:57:44,43.84,ES,card,C0004_1,D0004_1,purchase,0
236,U0004,2025-02-04 15:43:56,38.62,MT,card,C0004_1,D0004_1,purchase,0
259,U0004,2025-02-04 23:26:23,51.69,IT,card,C0004_1,D0004_1,purchase,0
218,U0004,2025-02-05 06:04:35,43.13,CZ,wallet,,D0004_1,purchase,0
227,U0004,2025-02-05 22:07:28,13.47,NL,card,C0004_1,D0004_1,purchase,0
260,U0004,2025-02-06 01:14:02,33.51,DE,bank_transfer,,D0004_1,purchase,0
273,U0004,2025-02-06 10:46:10,26.22,RO,wallet,,D0004_1,purchase,0
269,U0004,2025-02-06 12:06:01,24.59,IT,card,C0004_1,D0004_1,purchase,0
302,U0004,2025-02-06 14:20:14,35.03,MT,wallet,,D0004_1,purchase,0
224,U0004,2025-02-06 22:10:14,13.44,GB,card,C0004_1,D0004_1,purchase,0
319,U0004,2025-02-07 01:56:15,36.41,RO,card,C0004_1,D0004_1,purchase,0
255,U0004,2025-02-07 06:29:42,26.21,GB,card,C0004_1,D0004_1,purchase,0
257,U0004,2025-02-07 12:01:06,39.53,GB,wallet,,D0004_1,purchase,0
311,U0004,2025-02-07 13:32:43,5.54,FR,card,C0004_1,D0004_1,purchase,0
262,U0004,2025-02-07 17:58:18,20.84,IT,bank_transfer,,D0004_1,purchase,0
313,U0004,2025-02-07 20:06:18,31.26,DE,bank_transfer,,D0004_1,purchase,0
210,U0004,2025-02-07 21:30:24,11.4,CZ,bank_transfer,,D0004_1,purchase,0
263,U0004,2025-02-08 03:27:13,25.72,MT,card,C0004_1,D0004_1,purchase,0
239,U0004,2025-02-08 06:48:16,30.08,TR,card,C0004_1,D0004_1,purchase,0
215,U0004,2025-02-08 11:46:28,22.16,ES,card,C0004_1,D0004_1,purchase,0
278,U0004,2025-02-08 18:11:23,9.39,FR,card,C0004_1,D0004_1,purchase,0
267,U0004,2025-02-08 19:45:17,20.95,PL,card,C0004_1,D0004_1,purchase,0
231,U0004,2025-02-08 23:48:12,20.46,GB,card,C0004_1,D0004_1,purchase,0
264,U0004,2025-02-09 12:48:43,13.56,MT,card,C0004_1,D0004_1,purchase,0
228,U0004,2025-02-09 15:50:19,10.48,IT,wallet,,D0004_1,purchase,0
250,U0004,2025-02-09 20:39:13,16.67,MT,card,C0004_1,D0004_1,purchase,0
293,U0004,2025-02-09 23:18:04,25.84,DE,card,C0004_1,D0004_1,purchase,0
254,U0004,2025-02-09 23:32:22,28.4,CZ,bank_transfer,,D0004_1,purchase,0
283,U0004,2025-02-10 05:09:51,79.54,CZ,card,C0004_1,D0004_1,purchase,0
286,U0004,2025-02-10 08:39:29,14.47,DE,card,C0004_1,D0004_1,purchase,0
234,U0004,2025-02-10 10:03:47,23.68,DE,card,C0004_1,D0004_1,purchase,0
305,U0004,2025-02-10 17:50:34,6.67,IT,card,C0004_1,D0004_1,purchase,0
216,U0004,2025-02-11 03:09:43,24.62,UA,card,C0004_1,D0004_1,purchase,0
320,U0004,2025-02-11 10:17:47,31.71,MT,card,C0004_1,D0004_1,purchase,0
298,U0004,2025-02-11 11:05:01,29.41,ES,card,C0004_1,D0004_1,purchase,0
276,U0004,2025-02-11 19:53:06,72.32,MT,card,C0004_1,D0004_1,purchase,0
232,U0004,2025-02-11 22:44:27,72.0,SE,card,C0004_1,D0004_1,purchase,0
321,U0004,2025-02-11 23:50:42,98.09,MT,card,C0004_1,D0004_1,purchase,0
289,U0004,2025-02-12 02:55:38,54.32,SE,bank_transfer,,D0004_1,purchase,0
270,U0004,2025-02-12 05:15:37,17.71,SE,card,C0004_1,D0004_1,purchase,0
268,U0004,2025-02-12 09:28:03,53.15,CZ,card,C0004_1,D0004_1,purchase,0
306,U0004,2025-02-13 00:07:52,28.51,DE,bank_transfer,,D0004_1,purchase,0
317,U0004,2025-02-13 03:21:03,38.29,DE,card,C0004_1,D0004_1,purchase,0
207,U0004,2025-02-13 03:50:50,46.04,FR,card,C0004_1,D0004_1,purchase,0
296,U0004,2025-02-13 10:21:23,25.55,TR,wallet,,D0004_1,purchase,0
249,U0004,2025-02-13 14:03:47,22.37,CZ,bank_transfer,,D0004_1,purchase,0
245,U0004,2025-02-13 15:10:22,15.53,CZ,wallet,,D0004_1,purchase,0
308,U0004,2025-02-13 18:35:52,6.84,ES,wallet,,D0004_1,purchase,0
251,U0004,2025-02-13 19:08:24,58.39,CZ,card,C0004_1,D0004_1,purchase,0
294,U0004,2025-02-14 03:04:23,34.55,CZ,card,C0004_1,D0004_1,purchase,0
235,U0004,2025-02-14 10:33:40,24.58,MT,card,C0004_1,D0004_1,purchase,0
285,U0004,2025-02-15 04:13:38,23.07,RO,card,C0004_1,D0004_1,purchase,0
229,U0004,2025-02-15 08:13:30,28.15,GB,bank_transfer,,D0004_1,purchase,0
242,U0004,2025-02-15 09:35:32,18.17,MT,card,C0004_1,D0004_1,purchase,0
213,U0004,2025-02-15 12:44:25,55.59,CZ,card,C0004_1,D0004_1,purchase,0
220,U0004,2025-02-15 12:45:54,30.01,RU,bank_transfer,,D0004_1,purchase,0
300,U0004,2025-02-15 17:21:17,26.01,CZ,card,C0004_1,D0004_1,purchase,0
318,U0004,2025-02-15 22:44:08,28.85,PL,wallet,,D0004_1,purchase,0
322,U0004,2025-02-16 07:14:32,22.98,MT,wallet,,D0004_1,purchase,0
225,U0004,2025-02-16 23:50:27,21.04,MT,card,C0004_1,D0004_1,purchase,0
230,U0004,2025-02-17 00:57:57,10.56,BG,card,C0004_1,D0004_1,purchase,0
252,U0004,2025-02-17 02:46:36,21.38,IR,card,C0004_1,D0004_1,purchase,0
315,U0004,2025-02-17 03:55:17,17.52,DE,card,C0004_1,D0004_1,purchase,0
281,U0004,2025-02-17 21:28:05,30.55,CZ,bank_transfer,,D0004_1,purchase,0
304,U0004,2025-02-18 00:55:30,64.85,FR,card,C0004_1,D0004_1,purchase,0
211,U0004,2025-02-18 04:18:28,31.13,IT,card,C0004_1,D0004_1,purchase,0
280,U0004,2025-02-18 16:14:22,35.86,MT,card,C0004_1,D0004_1,purchase,0
223,U0004,2025-02-19 14:56:42,24.5,PL,card,C0004_1,D0004_1,purchase,0
288,U0004,2025-02-20 02:23:45,10.73,CZ,card,C0004_1,D0004_1,purchase,0
248,U0004,2025-02-20 05:45:55,26.84,CZ,card,C0004_1,D0004_1,purchase,0
222,U0004,2025-02-20 08:11:35,16.0,DE,bank_transfer,,D0004_1,purchase,0
290,U0004,2025-02-20 12:37:31,39.23,MT,card,C0004_1,D0004_1,purchase,0
261,U0004,2025-02-20 19:58:15,15.23,DE,card,C0004_1,D0004_1,purchase,0
256,U0004,2025-02-20 19:58:50,36.3,IT,card,C0004_1,D0004_1,purchase,0
243,U0004,2025-02-20 21:00:09,44.33,IT,wallet,,D0004_1,purchase,0
241,U0004,2025-02-21 06:07:21,24.46,DE,wallet,,D0004_1,purchase,0
208,U0004,2025-02-21 07:06:17,9.76,DE,card,C0004_1,D0004_1,purchase,0
297,U0004,2025-02-21 09:23:44,9.63,IT,card,C0004_1,D0004_1,purchase,0
206,U0004,2025-02-21 14:48:07,17.56,CZ,card,C0004_1,D0004_1,purchase,0
266,U0004,2025-02-21 19:45:18,23.13,CZ,bank_transfer,,D0004_1,purchase,0
271,U0004,2025-02-22 02:03:48,19.48,CZ,bank_transfer,,D0004_1,purchase,0
